Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
Father and Son,아버지와 아들,UNITED STATES,English(English),Han Sung-Won,한승원,"Yu Young-Nan,Julie Pickering",Y,호마 앤 세키 북스,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,1931907048,0.0,0.0,-1.0,N/A
The Voice of the Governor General and Other Stories of Modern Korea,총독의 소리,UNITED STATES,English(English),Choi In-hoon,최인훈,Chun Kyung-ja,Y,EastBridge,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,1891936069,6.0,4.5,-1.0,N/A
The book of corrections,"징비록, 懲毖錄",nan,English(English),nan,류성룡,Choi Byonghyon,Y,Institute of East Asian Studies,2002,KDC구분 > History,1557290768,22.0,3.86,-1.0,N/A
Introduction to Korean Literature,한국문학개론,nan,English(English),Do Young Kim,김도영,nan,N,Manas Publications,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,8170491444,0.0,0.0,-1.0,N/A
Syncretism of Buddhism and Shamanism in Korea,한국의 무불습합,nan,English(English),Hyun-key Kim Hogarth,김현기,nan,N,Jimoondang,2002,KDC구분 > Religion,8988095472,-1.0,-1.0,-1.0,N/A
懐かしの庭,오래된 정원,nan,Japanese(日本語),黃晳暎,황석영,青柳優子,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4000015575,0.0,0.0,-1.0,N/A
"Fragrance, Elegance, and Virtue",우리 옛 여인들의 멋과 지혜,nan,English(English),nan,이성미,nan,N,Daewonsa,2002,KDC구분 > Social science,8936909673,1.0,5.0,-1.0,N/A
The origins of the Korean war,Origins of the Korean War,nan,English(English),Bruce Cumings,Bruce Cumi,nan,N,Yuksabipyungsa,2002,KDC구분 > Social science,"8976966120, 8976966139",-1.0,-1.0,-1.0,N/A
"Une trilogie de Yi Yunt'aek -Ogu, Masque de feu, Pabogaksi-",이윤택 희곡집,FRANCE,French(Français),Yi Yunt&apos;aek,이윤택,"Im Hye-gyông,Cathy Rapin",N,CRIC / LIBRAIRIE-GALERIE RACINE,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),2243037912,-1.0,-1.0,-1.0,N/A
Le cadeau de l&apos;oiseau,새의 선물,FRANCE,French(Français),Eun Hee-Kyung,은희경,"Lee Hye-Young,Flore Berté",Y,KALILASH,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2842680839,121.0,3.9,-1.0,N/A
Réflexions sur les masques,가면고,FRANCE,French(Français),Ch`oe Inhun,최인훈,Kang Gobae,Y,CRIC / LIBRAIRIE-GALERIE RACINE,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,2243040395,-1.0,-1.0,-1.0,N/A
LA ROUTE DE SAMPO,삼포 가는 길,FRANCE,French(Français),Hwang Sok-yong,황석영,"Choi Mikyung,Jean-Noël Juttet",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,2843041856,100.0,3.52,-1.0,N/A
MONSIEUR HAN,한씨연대기,FRANCE,French(Français),Hwang Sok-yong,황석영,"Choi Mikyung,Jean-Noël Juttet",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,2843042119,485.0,3.72,-1.0,N/A
Les Descendants de Caïn,카인의 후예,FRANCE,French(Français),Hwang Soon-Won,황순원,"KO Kwang-dan,Benjamin Joinau",Y,Zulma,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,2843042305,75.0,3.55,60.99,Kindle
CINQUANTE POEMES,이상선집: 날개,FRANCE,French(Français),Lee Sang,이상,KIM BONA,Y,William Blake & Co. EDIT.,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),284103125X,520.0,3.9,-1.0,N/A
PASSEPORT POUR SÉOUL,서울행 여권,FRANCE,French(Français),Ch’oe,최윤,Patrick Maurus,N,악트 쉬드,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2742738142,0.0,0.0,-1.0,N/A
La Fleur de l'infini,무한의 꽃,FRANCE,French(Français),Moun Young-Houn,문영훈,nan,N,리브레리-갤러리 라신 출판사,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,2243038137,1.0,4.0,-1.0,N/A
le sel à vie,삶의 소금,SOUTH KOREA,French(Français),CHO,조경수,nan,N,문원출판,2002,KDC구분 > literature > French literature,8985073664,-1.0,-1.0,-1.0,N/A
LE PANSORI,판소리,FRANCE,French(Français),"LEE Mee-jeong,Frédéric VEILLON","이미정,프레데릭 베",nan,N,Maisonneuve & Larose,2002,KDC구분 > Arts > Music > Korean traditional music & Orient traditional music,2706815906,0.0,0.0,-1.0,N/A
La Mort à demi-mots,나는 나를 파괴할 권리가 있다,FRANCE,French(Français),Kim Young-Ha,김영하,nan,N,nan,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,"9782877306065,2877306062",-1.0,-1.0,-1.0,N/A
La montagne des dix mille bouddhas,만불의 산,FRANCE,French(Français),Yun Gyeong-ryeol,윤경렬,Tcho Hye-young,N,Cercle d&apos;Art,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,2702206670,0.0,0.0,-1.0,N/A
DER MOND GESPIEGELT IN TAUSEND FLÜSSENT,월인천강지곡,nan,German(Deutsch),nan,세종,JUNG-HEE AN,N,SOHAKSA VERLAG,2002,KDC구분 > literature > Korean Literature > Korean Poetry > Gasa > Joseon gayo,897191212X,0.0,0.0,-1.0,N/A
Ein Tag voller Wind,바람 부는 날,nan,German(Deutsch),Ko Eun,고은,"Lim Jong-Dae,Jürgen Abel",N,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,3929096986,0.0,0.0,-1.0,N/A
Die Geschichte von Hong Kiltong,홍길동전,nan,German(Deutsch),Hŏ,허균,Soon-Mi Hong-Schunka,Y,Iudicium,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,"9783891297384,3891297386",-1.0,-1.0,-1.0,N/A
Wintervision,1989년도 제13회 이상문학상 작품집,GERMANY,German(Deutsch),"Chaewon Kim,Wanseo Park","김채원,박완서","Hi-Youl Kim,Achim Neitzert",Y,Hagg+Herchen,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,"3898461254, 9783898461252",-1.0,-1.0,-1.0,N/A
MARKT UND KRIEG,시장과 전장,GERMANY,German(Deutsch),Pak Kyoungni,박경리,"Helga Picht,Kim Jeung-geun",Y,Secolo,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,"3929979659, 9783929979657",-1.0,-1.0,-1.0,N/A
Versammelte Lichter,모여있는 불빛,GERMANY,German(Deutsch),"Jo Kyung-ran,Shin Gyeongsuk,Ch","조경란,신경숙,최윤","CHONG Heyong,Günther Butkus",Y,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,3934872344,2.0,4.0,-1.0,N/A
HOFFEN,희망,nan,German(Deutsch),Yang Kwija,양귀자,"Kyunghee Park,Matthias Augustin",N,EOS-Verlag,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3830671261,6.0,3.5,-1.0,N/A
Vögel,새,nan,German(Deutsch),Oh Jung-Hee,오정희,"Kim Sun-Hi,Edeltrud Kim",N,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,3934872263,222.0,3.65,14.99,Kindle
Brutale Stadt,잔인한 도시,nan,German(Deutsch),Chongjun Yi,이청준,"Hi-Youl Kim,Achim Neitzert",Y,Hagg+Herchen,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,3898461246,0.0,0.0,-1.0,N/A
Die Trauerfeier,축제,nan,German(Deutsch),YI CHUNG-JUN,이청준,Sophia T. Seo,Y,Horlemann,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9783895021541,-1.0,-1.0,-1.0,N/A
Menschen aus dem Norden Menschen aus dem Süden,남녘 사람 북녘 사람,GERMANY,German(Deutsch),Lee Hochol,이호철,"Heidi Kang,Ahn In-Kyoung",Y,Pendragon,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3934872239,0.0,0.0,-1.0,N/A
Der Platz,광장,nan,German(Deutsch),Choi In-Hun,최인훈,"Kim Hi-Youl,Ralf Deutsch",N,Peperkorn,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,3929181436,0.0,0.0,-1.0,N/A
Island Vol.1,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213793,75.0,3.41,-1.0,N/A
Island Vol.2,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213823,41.0,3.15,-1.0,N/A
Island Vol.3,아일랜드,GERMANY,German(Deutsch),"Yang Kyung-Il,Youn In-wan","양경일,윤인완",John S.,N,Panini,2002,KDC구분 > literature > Korean Literature,3899213831,40.0,3.23,-1.0,N/A
Konig Sejong der Große,세종대왕,nan,German(Deutsch),nan,김영기,nan,N,Peperkorn,2002,KDC구분 > History,3929181495,-1.0,-1.0,-1.0,N/A
AZ ÖT BARÁT ÉNEKE,오우가: 한국의 시조,nan,Hungarian(Magyar),윤선도,윤선도,Osváth Gábor,N,TEREBESS KIADÓ,2002,KDC구분 > literature > Korean Literature > Korean Poetry > Sijo > Joseon Dynasty,9639147532,3.0,4.67,-1.0,N/A
現代韓国短篇選 上,현대한국단편선,JAPAN,Japanese(日本語),"シン・キョンスク,コン・ソノク,ハ・ソンナン,ウン・ヒギョン","신경숙,공선옥,하성","三枝壽勝,岸井紀子,山田佳子,水野健",N,岩波書店,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),400022722X,0.0,0.0,-1.0,N/A
現代韓国短篇選 下,현대한국단편선,JAPAN,Japanese(日本語),"林哲佑,李滄東,朴相禹,パク ワンソ,崔仁浩,梁貴子","임철우,이창동,박상",三枝壽勝,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),4000227238,0.0,0.0,-1.0,N/A
6 stories 現代韓国女性作家短編,6 stories 현대한국여성작가단편,JAPAN,Japanese(日本語),"コン・ジヨン,キム・インスク,チョ・ギョンナン,ハ・ソンナン","공지영,김인숙,조경",安宇植,N,슈에이샤,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),"9784087733600, 4087733602",-1.0,-1.0,-1.0,N/A
鄭芝溶詩選,정지용 시선,nan,Japanese(日本語),鄭芝溶,정지용,"吳養鎬,佐野正人,沈元燮,林隆",N,花神社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),4760217061,0.0,0.0,-1.0,N/A
友ヘ,친구,nan,Japanese(日本語),郭暻澤,곽경택,金重明,N,文藝春秋,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4167527987,0.0,0.0,-1.0,N/A
ラスト プレゼント,선물,nan,Japanese(日本語),パク・チョンウ,박정우,人見葉子,N,竹書房,2002,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Screenplay,4812410487,0.0,0.0,-1.0,N/A
八月のクリスマス,팔월의 크리스마스,nan,Japanese(日本語),オ・スンウク,오승욱,シン・ドンファン,N,竹書房,2002,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > Screenplay,4812410908,0.0,0.0,-1.0,N/A
秋の童話,가을동화,nan,Japanese(日本語),オ・スヨン,오수연,宮本尚寛,N,徳間書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,419861587x,0.0,0.0,-1.0,N/A
コリアン・サラリーマンの秘密の生活,한국인샐러리맨의 우울한 세계,nan,Japanese(日本語),蒋正一,장정일,大北章二,N,講談社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,4062112531,0.0,0.0,-1.0,N/A
カシコギ,가시고기,nan,Japanese(日本語),趙昌仁,조창인,金淳鎬,N,サンマーク出版,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4763194089,0.0,0.0,-1.0,N/A
商道,상도,nan,Japanese(日本語),崔仁浩,최인호,青木謙介,N,徳間書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4198616000,0.0,0.0,-1.0,N/A
地上に匙ひとつ,지상에 숟가락 하나,nan,Japanese(日本語),玄基栄,현기영,中村福治,N,平凡社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,4582831125,0.0,0.0,-1.0,N/A
セーヌは左右を分かち、漢江は南北を隔てる,"쎄느강은 좌우를 가르고, 한강은 남북을 가른다",JAPAN,Japanese(日本語),洪 世和,홍세화,米津篤八,N,みすず書房,2002,KDC구분 > literature > Korean Literature > Essay,"9784622048657, 4622048655",-1.0,-1.0,-1.0,N/A
懐かしの庭,오래된 정원,nan,Japanese(日本語),黃晳暎,황석영,青柳優子,N,岩波書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4000015567,0.0,0.0,-1.0,N/A
新スカ-トの 風 Part 3,치마바람,nan,Japanese(日本語),nan,오선화,nan,N,角川書店,2002,KDC구분 > Social science,"4041903041, 9784041903049",-1.0,-1.0,-1.0,N/A
オモニの 贈り物,어머니의 선물,nan,Japanese(日本語),nan,장복순,西原賢太郞,N,潮出版社,2002,KDC구분 > History > Biography,4267015406,0.0,0.0,-1.0,N/A
(続) キム・クヮンリム詩集 108選,"속, 김광림 시집 108선",JAPAN,Japanese(日本語),金光林,김광림,"白石かずこ,齊藤 怘",N,青樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),4883740900,0.0,0.0,-1.0,N/A
新編春香伝,춘향전,nan,Japanese(日本語),nan,nan,李殷直,N,高文研,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,4874982824,0.0,0.0,-1.0,N/A
"韓国・朝鮮と向き合った36人の日本人西鄉隆盛, 福沢諭吉から現代まで",한국・조선과 마주한 36명의 일본인,nan,Japanese(日本語),nan,다테노 아키라,nan,N,明石書店,2002,KDC구분 > Social science,4750315710,0.0,0.0,-1.0,N/A
東アジア比較方言論,동아시아 비교 방언론,nan,Japanese(日本語),藤井茂利,藤井茂利,nan,N,近代文藝社,2002,KDC구분 > Language,4773368306,0.0,0.0,-1.0,N/A
COMPRENSIÓN DE LA LITERATURA COREANA,한국문학의 이해,PERU,Spanish(Español),Kim Hung-Gyu,김흥규,"Lee Yongsun,Ricardo Sumalavia,Lee Kwangho,Kim Mihyun",Y,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,9972424659,-1.0,-1.0,-1.0,N/A
Su silencio,님의 침묵,SPAIN,Spanish(Español),Han Yung Un,한용운,"Kim Hyun-Chang,Seung-kee Kim",Y,Verbum,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,8479622237,0.0,0.0,5.45,Kindle
El Invierno de Aquel Año,젊은 날의 초상,SPAIN,Spanish(Español),Yi Mun-Yol,이문열,"Hyesun Ko de Carranza,Francisco J. Carranza,Kab Dong Cho",Y,Ediciones B,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,8466602453,30.0,3.7,-1.0,N/A
Mitos coreanos,한국의 신화,SPAIN,Spanish(Español),PEGANG JUANG,황패강,"Changmin Kim,OTHÓN MORENO",Y,Verbum,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,8479622431,6.0,3.83,-1.0,N/A
Fråga månskenet om vägen,고은 시선,SWEDEN,Swedish(Svenska),KO UN,고은,"Byung-Eun Choi,Gunnar Bergström",Y,HEIDRUNS,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9188056716,6.0,3.0,-1.0,N/A
Korece Dilbilgisi,한국어문법,nan,Turkish(Türkçe),Kim Seong-Ju,김성주,Mahmut Ertan Gokmen,N,Ankara Universitesi Basimevi,2002,KDC구분 > Language,9752880398,-1.0,-1.0,-1.0,N/A
The Columbia anthology of traditional Korean poetry,한국고전시선,UNITED STATES,English(English),King Mu of Paekche,무왕,Peter H. Lee,Y,Columbia University Press,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9780231111133,31.0,4.13,-1.0,N/A
The Dandelion Ranch,민들레 목장,nan,English(English),Kyung Ae Jeon,전경애,Miss Patricia Jun,N,AuthorHouse,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,1403302766,0.0,0.0,-1.0,N/A
Histoire de la littérature coréenne des origines à 1919,한국 문학사,nan,French(Français),Cho dong-il,조동일,Cho dong-il,N,FAYARD,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism > 1910-1945,9782213612355,0.0,0.0,-1.0,N/A
Ein Fischer bricht das Schilfrohr nicht,고기잡이는 갈대를 꺾지 않는다,GERMANY,German(Deutsch),KIM Jooyoung,김주영,"Lee KIhyang,Martin Herbst",Y,Peperkorn,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,3929181509,0.0,0.0,-1.0,N/A
L' autre côté d'un souvenir obscur(2002),어두운 기억의 저편,FRANCE,French(Français),Yi Kyunyŏng,이균영,"Patrick Maurus,Ch&apos;oe Yun",N,악트 쉬드,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Others,274274097X,77.0,3.57,-1.0,N/A
LAND 2,토지,GERMANY,German(Deutsch),PAK KYUNG-NI,박경리,"Helga Picht,Han Jung-hwa",Y,Secolo,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,"3929979640, 9783929979640",-1.0,-1.0,-1.0,N/A
労働組合リーダー論,노동조합리더론,JAPAN,Japanese(日本語),nan,김금수,中村猛,N,明石書店,2002,KDC구분 > Social science,4750315842,0.0,0.0,-1.0,N/A
Площадь,광장,RUSSIAN FEDERATION,Russian(Русский),Чхе Ин Хун,최인훈,Чо Ен Гир,N,Готика,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Historical >  Biographical >  Political >  Social,5783400890,-1.0,-1.0,-1.0,N/A
こいぬのうんち,강아지똥,JAPAN,Japanese(日本語),クォン・ジョンセン,권정생,ピョン・キジャ,N,平凡社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9784582829488,1.0,4.0,-1.0,N/A
ねこぐち村のこどもたち,괭이부리말 아이들,JAPAN,Japanese(日本語),金重美,김중미,吉川凪,N,廣済堂出版,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784331509333,0.0,0.0,-1.0,N/A
天国までもう一歩,"천국에서 한 걸음, A Step from Heaven",JAPAN,Japanese(日本語),nan,안나,代田亜香子,N,白水社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784560047514,1.0,5.0,-1.0,N/A
コリアン・ミステリ,미스터리,nan,Japanese(日本語),金聖鍾,김성종,祖田律男,N,バベルプレス,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Detective >  Adventure,9784894490260,0.0,0.0,-1.0,N/A
朝鮮のジャンヌダルク論介,논개,JAPAN,Japanese(日本語),鄭棟柱,정동주,呉滿 編,N,大阪経済法科大学出版部,2002,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9784872041064,0.0,0.0,-1.0,N/A
暗恋,몌별,nan,Chinese(简体),具孝书,구효서,张哪,N,工人出版社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787500829270,-1.0,-1.0,-1.0,N/A
约定,약속,nan,Chinese(简体),金俊植,김준식,郝群歡,N,工人出版社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9787500829263,0.0,0.0,-1.0,N/A
第11棵苹果树,열한번째 사과나무,nan,Chinese(简体),李龙范,이용범,李賀奎,N,新世界出版社,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Romance,9787800058899,0.0,0.0,-1.0,N/A
Writing Across Boundaries,경계를 넘어 글쓰기,nan,English(English),Kim U-chang,김우창,nan,N,Hollym,2002,KDC구분 > literature > Korean Literature > History of Korean Literature >  Literary Criticism,-,-1.0,-1.0,-1.0,N/A
韓国現代戱曲集 1,한국현대희곡집,JAPAN,Japanese(日本語),"張鎭,Lee Yun-Taek,金光林,조광화","장진,이윤택,김광림","石川樹里,青木謙介",N,日韓演劇交流センタ-,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),-,-1.0,-1.0,-1.0,N/A
Coreano para viajantes,여행자를 위한 한국어,nan,Portuguese(Português),"Marcelo Abreu,KIM CHAE-WON,Cho","김채원,최인호,이청","Marcelo Abreu,Boris Schnaiderman",N,InterCidadania,2002,KDC구분 > Language,nan,-1.0,-1.0,-1.0,N/A
Ким Ян Сик,김양식 시선집: 쓸쓸하지 않은 사람들,nan,Russian(Русский),Ким Ян Сик,김양식,Морозова Б. М.,N,МГТУ,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),nan,-1.0,-1.0,-1.0,N/A
บ้านหลังนี้มีแต่รอยยิ้ม,날마다 웃는 집,nan,Thai(ภาษาไทย),nan,nan,"สิรินาถ ศิริรัตน์,อุไรวรรณ จิตเป็นธม คิม",N,Siam Inter Multimedia Public Co.,2002,KDC구분 > literature > Korean Literature > Essay > 21st century,9786160200955,-1.0,-1.0,-1.0,N/A
TRUYỆN CỔ HÀN QUỐC,한국 고전 전래 동화,nan,Vietnamese(Tiếng Việt),Woo Han Yong,우한용,TRẦN HỮU KHAM,N,Nhà Xuất Bản Trẻ,2002,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,nan,-1.0,-1.0,-1.0,N/A
COAL SACK,石炭袋,JAPAN,Japanese(日本語),"高炯烈,崔龍源,李美子","고형렬,최용원,이미",韓成禮,N,コールサック社,2002,KDC구분 > literature > Periodical,nan,-1.0,-1.0,-1.0,N/A
COAL SACK,石炭袋,JAPAN,Japanese(日本語),"高炯烈,崔龍源,李美子","고형렬,최용원,이미",韓成禮,N,コールサック社,2002,KDC구분 > literature > Periodical,nan,-1.0,-1.0,-1.0,N/A
COAL SACK,石炭袋,JAPAN,Japanese(日本語),"高炯烈,李美子","고형렬,이미자",韓成禮,N,コールサック社,2002,KDC구분 > literature > Periodical,nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.38,詩と創造,JAPAN,Japanese(日本語),"李源,李順賢,宋貞蘭","이원,이순현,송정란",韓成醴,N,青樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
詩と思想 2002年 9月号,시와 사상,JAPAN,Japanese(日本語),"金應敎,鄭玄宗,李秀翼,李起哲,任永祚,文貞姬,金宣佑,高在","김응교,정현종,이수","権宅明,韓成禮",N,土曜美術社出版版賣,2002,KDC구분 > literature > Periodical,nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.39,詩と創造,JAPAN,Japanese(日本語),"郭文煥,金那英,玄姬,金チャム,金光林","곽문환,김나영,현희",韓成禮,N,靑樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.41,詩と創造,JAPAN,Japanese(日本語),"尹石山,趙鎔煥,陸根雄,朴美瑛","윤석산,조용환,육근",韓成禮,N,靑樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.40,詩と創造,JAPAN,Japanese(日本語),"金光林,郭文煥,徐安那","김광림,곽문환,김정",韓成禮,N,靑樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.41,詩と創造,JAPAN,Japanese(日本語),"尹石山,趙鎔煥,陸根雄,朴美瑛","윤석산,조용환,육근",韓成禮,N,靑樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
詩と創造 Vol.40,詩と創造,JAPAN,Japanese(日本語),"金光林,郭文煥,徐安那","김광림,곽문환,김정",韓成禮,N,靑樹社,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),nan,-1.0,-1.0,-1.0,N/A
コリアン・ミステリ,한국 미스터리 : 한국추리소설걸작선,JAPAN,Japanese(日本語),金聖鐘,김성종,祖田 律男,N,バベル・プレス,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9784894490260,0.0,0.0,-1.0,N/A
現代韓国女性作家短編,현대한국여성작가단편,nan,Japanese(日本語),キム・インスク,김인숙,安宇植,N,슈에이샤,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),"4087733602, 9784087733600",-1.0,-1.0,-1.0,N/A
L'Autre de Rimbaud,랭보의 타자,FRANCE,French(Français),Lee Joon-Oh,이준오,nan,N,리브레리-갤러리 라신 출판사,2002,KDC구분 > Philosophy,9782243037913,-1.0,-1.0,-1.0,N/A
商道,상도,nan,Japanese(日本語),崔仁浩,최인호,青木謙介,N,徳間書店,2002,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,4198616019,0.0,0.0,-1.0,N/A
NĂM NHÀ THƠ HIỆN ĐẠI HÀN QUỐC,한국현대시인 5인 선집,VIET NAM,Vietnamese(Tiếng Việt),"Park Je-Chun,KO UN,KIM GWANG-K","박제천,고은,김광규",Nguyễn Quang Thiêu,N,NHÀ XUẤT BẢN HỘI NHÀ VĂN,2002,"KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers)
KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry",5105100957560,-1.0,-1.0,-1.0,N/A
Three Poets of Modern Korea,현대시인 3인선,UNITED STATES,English(English),"이상,함동선,최영미","이상,함동선,최영미","Yu Jung-yul,James Kimbrell",N,Sarabande Books,2002,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers),9781889330716,39.0,4.03,-1.0,N/A
春,봄,nan,Chinese(简体),李箕永,이기영,"沈仪琳,吉文涛,许玉善,成效园",N,上海译文出版社,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,753272428X,0.0,0.0,-1.0,N/A
美丽的日子,아름다운 날들,CHINA,Chinese(简体),尹晟僖,윤성희,谢宛茜,N,中央编译出版社,2001,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > TV script,9787801095121,-1.0,-1.0,-1.0,N/A
"银妆刀啊, 银妆刀","은장도여, 은장도여!",nan,Chinese(简体),金良植,김양식,金学泉,N,人民文学出版社,2001,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry,7020033792,-1.0,-1.0,-1.0,N/A
千年之爱 - 上,천년의 사랑,nan,Chinese(简体),梁貴子,양귀자,"丁旼聲,王策宇",N,躍昇文化事業有限公司,2001,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Romance,9576306434,-1.0,-1.0,-1.0,N/A
